#Types Before Cut: 11151
#Types After Cut: 9736
#Search Hits: 0
353	9	23.655	папа
354	9	23.655	переехали
355	9	23.655	подожди
356	9	23.655	смесь
357	9	23.655	танцами
358	9	23.655	твой
359	9	23.655	учителя
360	9	23.655	чай
361	9	23.655	эмм
362	13	23.640	какими
363	13	23.640	маленький
364	13	23.640	машина
365	27	22.901	каждый
366	27	22.901	слова
367	14	22.831	d
368	14	22.831	вещи
369	14	22.831	мои
370	14	22.831	хотелось
371	11	22.654	квартире
372	21	22.469	долго
373	36	22.448	одна
374	20	22.276	друг
375	16	22.131	девять
376	28	22.064	совсем
377	18	22.044	русский
378	17	22.035	кем
379	30	21.768	чего
380	12	21.309	нравятся
381	12	21.309	отец
382	8	21.027	acc
383	8	21.027	komm
384	8	21.027	nom
385	8	21.027	ааa
386	8	21.027	английский
387	8	21.027	брови
388	8	21.027	вертолет
389	8	21.027	говорящийа
390	8	21.027	говорящийб
391	8	21.027	грустно
392	8	21.027	делаешь
393	8	21.027	егэ
394	8	21.027	замечательно
395	8	21.027	звук
396	8	21.027	иду
397	8	21.027	интересного
398	8	21.027	колесико
399	8	21.027	красивые
400	8	21.027	любишь
401	8	21.027	лёва
402	8	21.027	мамой
403	8	21.027	мемы
404	8	21.027	моих
405	8	21.027	надя
406	8	21.027	неудобно
407	8	21.027	никит
408	8	21.027	одиннадцать
409	8	21.027	поехал
410	8	21.027	прихожу
411	8	21.027	смотрел
412	8	21.027	смотрела
413	8	21.027	сорок
414	8	21.027	типо
415	8	21.027	умер
416	8	21.027	учился
417	8	21.027	учится
418	8	21.027	хе
419	8	21.027	эт
420	13	20.604	бывает
421	13	20.604	говорила
422	13	20.604	специально
423	19	20.407	павел
424	29	20.254	сама
425	14	20.231	надеюсь
426	10	20.208	интересные
427	10	20.208	рассказывала
428	15	20.062	город
429	40	19.265	говорить
430	11	19.002	будто
431	11	19.002	знаете
432	11	19.002	пошел
433	19	18.835	хотел
434	12	18.406	делали
435	12	18.406	купить
436	12	18.406	семье
437	7	18.399	бабушкой
438	7	18.399	боже
439	7	18.399	буквы
440	7	18.399	двери
441	7	18.399	детство
442	7	18.399	детьми
443	7	18.399	друзьями
444	7	18.399	ездить
445	7	18.399	ехали
446	7	18.399	живёт
447	7	18.399	забыла
448	7	18.399	задание
449	7	18.399	карл
450	7	18.399	квартиры
451	7	18.399	красивый
452	7	18.399	ненавижу
453	7	18.399	нету
454	7	18.399	ноль
455	7	18.399	одни
456	7	18.399	парень
457	7	18.399	понравилась
458	7	18.399	пошёл
459	7	18.399	пытаюсь
460	7	18.399	ребят
461	7	18.399	секунд
462	7	18.399	скажи
463	7	18.399	супер
464	7	18.399	троих
465	7	18.399	троллейбус
466	7	18.399	человечек
467	7	18.399	читаю
468	7	18.399	чё
469	27	18.319	ей
470	16	18.168	реально
471	16	18.168	уж
472	13	18.122	другую
473	13	18.122	улице
474	153	18.054	еще
475	9	17.780	брали
476	9	17.780	друзей
477	9	17.780	едем
478	9	17.780	жил
479	9	17.780	институте
480	9	17.780	историю
481	9	17.780	маленькая
482	9	17.780	мое
483	9	17.780	нечего
484	9	17.780	смеется
485	9	17.780	твоя
486	17	16.773	разные
487	10	16.722	мной
488	10	16.722	написано
489	78	16.568	больше
490	23	16.544	равно
491	29	16.413	соответственно
492	11	16.242	скажем
493	11	16.242	считаю
494	19	16.069	говоря
495	12	16.049	друзья
496	13	16.028	языка
497	64	15.917	тогда
498	6	15.770	distinct
499	6	15.770	onion
500	6	15.770	part
501	6	15.770	автобус
502	6	15.770	автобусе
503	6	15.770	ам
504	6	15.770	антифриз
505	6	15.770	бабуля
506	6	15.770	бабушки
507	6	15.770	бешбармак
508	6	15.770	бутово
509	6	15.770	вау
510	6	15.770	верно
511	6	15.770	видела
512	6	15.770	волосы
513	6	15.770	восемнадцать
514	6	15.770	выпускной
515	6	15.770	вышла
516	6	15.770	гончар
517	6	15.770	готовился
518	6	15.770	жигули
519	6	15.770	загрузили
520	6	15.770	запомнила
521	6	15.770	идёт
522	6	15.770	книги
523	6	15.770	колесо
524	6	15.770	коллектив
525	6	15.770	кормила
526	6	15.770	красиво
527	6	15.770	культура
528	6	15.770	лагере
529	6	15.770	лингвистике
530	6	15.770	литературу
531	6	15.770	лук
532	6	15.770	любил
533	6	15.770	любимый
534	6	15.770	математике
535	6	15.770	мгм
536	6	15.770	мем
537	6	15.770	молодец
538	6	15.770	мужик
539	6	15.770	немец
540	6	15.770	ногой
541	6	15.770	обед
542	6	15.770	орешки
543	6	15.770	погрей
544	6	15.770	подумала
545	6	15.770	покупайте
546	6	15.770	полу
547	6	15.770	польский
548	6	15.770	понравился
549	6	15.770	преподаватели
550	6	15.770	причём
551	6	15.770	пятёрка
552	6	15.770	саш
553	6	15.770	семьдесят
554	6	15.770	слышно
555	6	15.770	снимали
556	6	15.770	снимать
557	6	15.770	спал
558	6	15.770	спрашивают
559	6	15.770	спросить
560	6	15.770	студенты
561	6	15.770	сынок
562	6	15.770	убирай
563	6	15.770	увидела
564	6	15.770	учителей
565	6	15.770	учителем
566	6	15.770	худи
567	6	15.770	читает
568	6	15.770	чувак
569	6	15.770	шёл
570	6	15.770	щас
571	6	15.770	этаж
572	6	15.770	эх
573	21	15.682	виктор
574	51	15.611	него
575	25	15.431	лучше
576	8	15.374	дверь
577	8	15.374	интересный
578	8	15.374	паре
579	8	15.374	работала
580	8	15.374	студентов
581	17	15.347	заниматься
582	16	15.016	естественно
583	24	14.965	понятно
584	9	14.476	берут
585	9	14.476	какого
586	9	14.476	машине
587	9	14.476	можете
588	9	14.476	половиной
589	9	14.476	тяжело
590	9	14.476	часа
591	18	14.440	е
592	18	14.440	разных
593	18	14.440	сначала
594	356	14.295	но
595	13	14.225	завтра
596	13	14.225	минус
597	13	14.225	спокойно
598	73	14.167	поэтому
599	10	14.116	любовь
600	10	14.116	пришла
601	12	14.073	тысячи
602	22	14.038	дальше
603	11	14.018	посмотреть
604	11	14.018	рядом
605	16	13.666	наша
606	16	13.666	совершенно
607	99	13.549	чтобы
608	35	13.389	себя
609	15	13.303	вас
610	15	13.303	метро
611	26	13.303	плюс
612	18	13.282	каким
613	5	13.142	num
614	5	13.142	арахис
615	5	13.142	бабушку
616	5	13.142	баллов
617	5	13.142	венера
618	5	13.142	вернее
619	5	13.142	вкусный
620	5	13.142	вложил
621	5	13.142	вырезать
622	5	13.142	выставках
623	5	13.142	вышло
624	5	13.142	гешу
625	5	13.142	голову
626	5	13.142	горбачёв
627	5	13.142	гости
628	5	13.142	грязь
629	5	13.142	гэкаю
630	5	13.142	двадцати
631	5	13.142	девятый
632	5	13.142	делаем
633	5	13.142	доехали
634	5	13.142	ездила
635	5	13.142	ездит
636	5	13.142	ест
637	5	13.142	жестко
638	5	13.142	жесть
639	5	13.142	живу
640	5	13.142	жила
641	5	13.142	зашли
642	5	13.142	идешь
643	5	13.142	ии
644	5	13.142	ильямихайлович
645	5	13.142	имею
646	5	13.142	инопланетян
647	5	13.142	итак
648	5	13.142	камеру
649	5	13.142	каракатицах
650	5	13.142	картинки
651	5	13.142	кили
652	5	13.142	килограмм
653	5	13.142	классов
654	5	13.142	комнате
655	5	13.142	коридоре
656	5	13.142	крестик
657	5	13.142	крысу
658	5	13.142	лекцию
659	5	13.142	лилии
660	5	13.142	лингвисты
661	5	13.142	лол
662	5	13.142	лука
663	5	13.142	маккартни
664	5	13.142	мальчик
665	5	13.142	маме
666	5	13.142	маму
667	5	13.142	марс
668	5	13.142	математический
669	5	13.142	меровинги
670	5	13.142	мечты
671	5	13.142	миндаль
672	5	13.142	мол
673	5	13.142	нагло
674	5	13.142	най
675	5	13.142	ненавидят
676	5	13.142	нём
677	5	13.142	ого
678	5	13.142	одновременнно
679	5	13.142	ок
680	5	13.142	описать
681	5	13.142	очки
682	5	13.142	пальто
683	5	13.142	парадигма
684	5	13.142	переехать
685	5	13.142	платье
686	5	13.142	подписывайтесь
687	5	13.142	подумал
688	5	13.142	поехала
689	5	13.142	получалось
690	5	13.142	посмотрела
691	5	13.142	построили
692	5	13.142	прекрасный
693	5	13.142	проронил
694	5	13.142	прочим
695	5	13.142	прошёл
696	5	13.142	пью
697	5	13.142	пятом
698	5	13.142	расписание
699	5	13.142	ребёнок
700	5	13.142	рентген
701	5	13.142	родителям
702	5	13.142	салют
703	5	13.142	своём
704	5	13.142	села
705	5	13.142	сестра
706	5	13.142	сидела
707	5	13.142	сидит
708	5	13.142	скайп
709	5	13.142	снимаешь
710	5	13.142	сходить
711	5	13.142	счёт
712	5	13.142	съела
713	5	13.142	твёрдый
714	5	13.142	театр
715	5	13.142	тину
716	5	13.142	толстовка
717	5	13.142	удобно
718	5	13.142	удовольствие
719	5	13.142	умел
720	5	13.142	уметь
721	5	13.142	умеют
722	5	13.142	учёба
723	5	13.142	фамилия
724	5	13.142	физике
725	5	13.142	физику
726	5	13.142	хихи
727	5	13.142	хм
728	5	13.142	хорватии
729	5	13.142	хорошее
730	5	13.142	целую
731	5	13.142	читал
732	5	13.142	шестьдесят
733	5	13.142	штука
734	5	13.142	эд
735	20	13.120	каких
736	7	12.996	взяла
737	7	12.996	готовили
738	7	12.996	женщины
739	7	12.996	лагеря
740	7	12.996	понравились
741	7	12.996	ходил
742	38	12.982	достаточно
743	14	12.963	главное
744	17	12.856	начал
745	13	12.652	юлия
746	45	12.417	эту
747	24	12.341	чуть
748	24	12.341	шесть
749	8	12.271	купила
750	8	12.271	маленькие
751	8	12.271	родителей
752	8	12.271	ходят
753	18	12.213	сильно
754	9	12.037	ан
755	9	12.037	видел
756	9	12.037	пару
757	9	12.037	ушли
758	10	12.036	народ
759	21	11.735	кого
760	14	11.641	вся
761	16	11.321	наш
762	16	11.321	семь
763	13	11.266	месте
764	13	11.266	море
765	13	11.266	пойти
766	13	11.266	рублей
767	35	11.041	этим
768	12	10.913	плохо
769	15	10.884	семьи
770	6	10.655	всяких
771	6	10.655	думали
772	6	10.655	закончила
773	6	10.655	знаем
774	6	10.655	играли
775	6	10.655	ка
776	6	10.655	лагерь
777	6	10.655	лена
778	6	10.655	носили
779	6	10.655	поговорим
780	6	10.655	поступил
781	6	10.655	русские
782	6	10.655	свет
783	6	10.655	семью
784	6	10.655	скажу
785	6	10.655	слава
786	6	10.655	страшно
787	6	10.655	судить
788	11	10.593	писала
789	11	10.593	утром
790	4	10.514	apro
791	4	10.514	class
792	4	10.514	glass
793	4	10.514	mixed
794	4	10.514	note
795	4	10.514	pl
796	4	10.514	spro
797	4	10.514	tor
798	4	10.514	барашков
799	4	10.514	бассейн
800	4	10.514	беззеркалки
801	4	10.514	белорусским
802	4	10.514	белые
803	4	10.514	братьях
804	4	10.514	буква
805	4	10.514	вай
806	4	10.514	венеру
807	4	10.514	верю
808	4	10.514	веселая
809	4	10.514	витя
810	4	10.514	встретилась
811	4	10.514	всякое
812	4	10.514	всём
813	4	10.514	вышки
814	4	10.514	гитара
815	4	10.514	гитаре
816	4	10.514	гкчп
817	4	10.514	глазами
818	4	10.514	голова
819	4	10.514	голове
820	4	10.514	гриша
821	4	10.514	громкоговорителя
822	4	10.514	грусти
823	4	10.514	гуляют
824	4	10.514	даша
825	4	10.514	девочку
826	4	10.514	длинный
827	4	10.514	дочь
828	4	10.514	думал
829	4	10.514	дяди
830	4	10.514	еду
831	4	10.514	ехал
832	4	10.514	ехала
833	4	10.514	забрали
834	4	10.514	задавать
835	4	10.514	задания
836	4	10.514	задний
837	4	10.514	закончу
838	4	10.514	заметила
839	4	10.514	занималась
840	4	10.514	занимаюсь
841	4	10.514	звукооператором
842	4	10.514	ивановна
843	4	10.514	интереснее
844	4	10.514	кагоцел
845	4	10.514	камеры
846	4	10.514	капитан
847	4	10.514	каракатица
848	4	10.514	касательно
849	4	10.514	кастрюля
850	4	10.514	километра
851	4	10.514	кларнет
852	4	10.514	классные
853	4	10.514	книгу
854	4	10.514	комнату
855	4	10.514	королёв
856	4	10.514	кот
857	4	10.514	кота
858	4	10.514	кошмар
859	4	10.514	крутая
860	4	10.514	крутой
861	4	10.514	крутые
862	4	10.514	крыс
863	4	10.514	крысы
864	4	10.514	купались
865	4	10.514	кухня
866	4	10.514	лебединое
867	4	10.514	лесу
868	4	10.514	лингвистов
869	4	10.514	литературе
870	4	10.514	любила
871	4	10.514	любимого
872	4	10.514	мамаша
873	4	10.514	метров
874	4	10.514	мечта
875	4	10.514	мило
876	4	10.514	минута
877	4	10.514	моим
878	4	10.514	моменты
879	4	10.514	муж
880	4	10.514	навруз
881	4	10.514	нарисован
882	4	10.514	наурыз
883	4	10.514	неловко
884	4	10.514	ночью
885	4	10.514	нравилось
886	4	10.514	нууу
887	4	10.514	общался
888	4	10.514	общежитии
889	4	10.514	одногруппников
890	4	10.514	орех
891	4	10.514	орехи
892	4	10.514	остановился
893	4	10.514	остановки
894	4	10.514	отвезли
895	4	10.514	отучилась
896	4	10.514	охота
897	4	10.514	пастернаке
898	4	10.514	первокурсников
899	4	10.514	песни
900	4	10.514	пилот
901	4	10.514	платья
902	4	10.514	побывала
903	4	10.514	поел
904	4	10.514	поесть
905	4	10.514	позвоню
906	4	10.514	пойду
907	4	10.514	правой
908	4	10.514	представляла
909	4	10.514	привод
910	4	10.514	придумали
911	4	10.514	придётся
912	4	10.514	приезжаю
913	4	10.514	пришёл
914	4	10.514	профессии
915	4	10.514	профессия
916	4	10.514	пускай
917	4	10.514	пятьсот
918	4	10.514	разборка
919	4	10.514	расскажите
920	4	10.514	рассказываешь
921	4	10.514	расшифровывать
922	4	10.514	ребёнка
923	4	10.514	родилась
924	4	10.514	руками
925	4	10.514	руню
926	4	10.514	руня
927	4	10.514	русскому
928	4	10.514	ручки
929	4	10.514	саду
930	4	10.514	сбил
931	4	10.514	сверху
932	4	10.514	свидания
933	4	10.514	секунды
934	4	10.514	селекции
935	4	10.514	сзади
936	4	10.514	сидят
937	4	10.514	слышу
938	4	10.514	собаки
939	4	10.514	собираешься
940	4	10.514	советую
941	4	10.514	соционике
942	4	10.514	спектакль
943	4	10.514	специфический
944	4	10.514	стану
945	4	10.514	стекает
946	4	10.514	стой
947	4	10.514	столетию
948	4	10.514	стою
949	4	10.514	стоя
950	4	10.514	стоял
951	4	10.514	стояла
952	4	10.514	строили
953	4	10.514	строительный
954	4	10.514	суп
955	4	10.514	счастлива
956	4	10.514	сюжет
957	4	10.514	танцевать
958	4	10.514	танцпол
959	4	10.514	твоего
960	4	10.514	твоим
961	4	10.514	трамвай
962	4	10.514	тысяча
963	4	10.514	тётя
964	4	10.514	улучшается
965	4	10.514	умный
